gene_id	s001_Line1_0g_repeat	s002_Line1_0g_repeat	s003_Line1_0g_repeat	s004_Line1_1g_repeat	s005_Line1_1g_repeat	s006_Line1_1g_repeat	s007_Line1_ground_repeat	s008_Line1_ground_repeat	s009_Line1_ground_repeat
ENSG00000249697	0	0	0	0	0	0	0	0	0
ENSG00000249698	0	0	0	0	0	0	0	0	0
ENSG00000249699	1	0	1	0	0	0	0	0	0
ENSG00000249700	5	10	14	7	16	40	11	18	6
ENSG00000249706	0	0	0	0	4	1	1	0	0
ENSG00000249708	0	0	0	0	0	0	0	0	0
ENSG00000249709	8	10	18	8	10	8	12	5	3
ENSG00000249710	0	0	0	0	3	0	0	0	0
ENSG00000249713	0	0	0	0	0	0	0	0	0
ENSG00000249715	10	7	31	13	16	56	42	12	24
ENSG00000249717	0	0	7	1	0	0	0	0	0
ENSG00000249721	0	0	0	0	0	0	0	0	1
ENSG00000249722	0	0	0	0	0	0	0	0	0
ENSG00000249725	0	0	1	0	0	1	0	0	1
ENSG00000249726	0	0	0	0	0	0	0	0	0
ENSG00000249727	0	0	0	0	0	0	0	0	0
ENSG00000249729	0	0	0	0	0	0	0	0	0
ENSG00000249730	0	0	0	0	0	0	0	0	0
ENSG00000249731	0	0	0	0	0	0	0	0	1
ENSG00000249734	0	0	2	0	0	0	0	0	0
ENSG00000249735	0	0	0	0	0	0	0	0	0
ENSG00000249736	0	0	1	0	0	0	0	0	0
ENSG00000249737	0	0	0	0	0	1	0	0	0
ENSG00000249738	1	6	4	2	5	5	0	0	8
ENSG00000249740	0	0	2	0	0	15	1	0	3
ENSG00000249741	1	5	2	0	3	3	0	0	5
ENSG00000249742	0	0	0	0	0	0	0	0	0
ENSG00000249743	0	0	0	7	0	0	0	0	0
ENSG00000249744	0	0	0	0	0	0	0	0	0
ENSG00000249745	0	0	2	0	0	0	0	0	0
ENSG00000249746	0	0	0	0	0	0	0	0	0
ENSG00000249747	0	0	0	0	0	0	0	0	0
ENSG00000249748	0	0	0	0	0	0	0	0	0
ENSG00000249751	0	0	0	0	2	2	0	0	0
ENSG00000249752	0	0	0	0	0	0	0	0	0
ENSG00000249753	3	0	1	0	0	0	0	0	0
ENSG00000249754	0	0	0	0	0	0	0	0	0
ENSG00000249755	0	0	0	4	0	0	0	0	0
ENSG00000249761	0	0	0	0	0	0	0	0	0
ENSG00000249763	0	0	0	0	0	0	0	0	0
ENSG00000249764	0	0	0	0	0	0	0	0	0
ENSG00000249766	0	0	0	2	0	0	0	0	0
ENSG00000249767	0	0	0	0	0	0	0	0	6
ENSG00000249768	0	0	0	0	0	0	0	0	0
ENSG00000249770	0	0	0	0	0	0	0	0	0
ENSG00000249771	0	0	0	1	0	0	0	0	0
ENSG00000249772	0	0	0	0	0	0	0	0	0
ENSG00000249773	0	0	0	0	0	4	0	1	0
ENSG00000249774	0	1	2	1	4	1	0	0	3
ENSG00000249776	0	0	0	0	0	0	0	0	0
ENSG00000249777	0	0	0	0	0	0	0	0	0
ENSG00000249778	0	0	0	0	0	0	0	0	0
ENSG00000249779	1	0	0	1	8	0	0	0	1
ENSG00000249780	0	0	0	0	0	0	0	0	0
ENSG00000249781	0	0	0	0	0	1	0	0	0
ENSG00000249782	0	0	0	0	0	0	0	0	0
ENSG00000249784	1	1	13	10	5	5	4	6	2
ENSG00000249785	0	0	0	0	0	0	0	0	0
ENSG00000249786	0	2	0	1	0	1	0	0	0
ENSG00000249787	0	0	0	0	0	0	1	0	0
ENSG00000249790	12	12	62	23	41	10	20	16	42
ENSG00000249791	0	0	2	1	0	0	0	0	1
ENSG00000249792	0	0	0	0	0	0	0	0	0
ENSG00000249795	0	0	0	0	0	0	0	0	0
ENSG00000249797	0	0	0	0	0	0	0	0	0
ENSG00000249798	0	0	0	0	0	1	0	0	0
ENSG00000249799	0	2	1	4	0	0	0	2	0
ENSG00000249803	0	0	0	4	0	0	0	0	0
ENSG00000249806	0	0	0	0	0	0	0	0	0
ENSG00000249807	0	0	0	0	0	0	0	0	0
ENSG00000249808	0	0	0	1	0	0	0	0	0
ENSG00000249811	0	0	0	0	0	0	0	0	0
ENSG00000249815	0	0	0	0	0	0	0	0	0
ENSG00000249816	0	0	14	0	9	15	3	0	8
ENSG00000249818	0	0	0	0	0	0	0	0	0
ENSG00000249819	0	0	0	0	0	1	0	0	0
ENSG00000249820	0	0	0	0	0	0	0	0	0
ENSG00000249825	0	0	5	0	0	0	5	10	0
ENSG00000249828	0	0	0	0	0	0	0	0	0
ENSG00000249829	0	0	0	0	0	0	0	0	0
ENSG00000249830	0	0	0	0	0	0	0	0	0
ENSG00000249831	0	0	0	0	0	0	0	0	0
ENSG00000249833	0	0	0	0	0	0	0	0	0
ENSG00000249834	3	9	0	2	4	0	4	1	2
ENSG00000249835	0	3	2	0	4	1	0	0	0
ENSG00000249837	0	0	0	0	0	0	0	0	0
ENSG00000249838	0	0	2	0	0	0	0	0	0
ENSG00000249839	0	0	5	0	0	0	4	0	0
ENSG00000249840	0	0	4	0	0	0	0	0	0
ENSG00000249842	0	0	0	0	0	0	0	0	0
ENSG00000249843	0	0	0	0	0	0	0	0	0
ENSG00000249844	1	0	4	2	0	0	0	0	0
ENSG00000249846	8	29	6	35	29	33	7	23	25
ENSG00000249847	0	0	0	0	0	0	0	0	0
ENSG00000249848	0	0	0	0	0	0	0	0	0
ENSG00000249849	0	0	0	0	0	0	0	0	1
ENSG00000249850	0	0	3	1	0	1	4	0	0
ENSG00000249851	0	0	0	0	0	1	0	0	0
ENSG00000249852	0	0	0	0	0	0	0	0	0
ENSG00000249853	132	149	262	53	248	186	317	255	305
ENSG00000249854	0	0	0	0	0	0	0	0	0
ENSG00000249855	5	12	6	5	10	0	1	4	3
ENSG00000249856	0	0	0	0	0	0	0	0	0
ENSG00000249857	0	0	0	0	0	0	0	0	0
ENSG00000249858	1	3	3	0	2	1	1	1	2
ENSG00000249859	64	162	197	89	319	103	74	91	140
ENSG00000249860	0	0	0	0	0	0	0	0	0
ENSG00000249861	0	0	0	0	0	0	0	0	0
ENSG00000249863	0	0	0	1	0	0	5	0	0
ENSG00000249865	0	0	0	0	0	0	0	0	0
ENSG00000249866	0	0	0	0	0	0	0	0	0
ENSG00000249867	0	0	3	0	1	0	0	0	0
ENSG00000249868	0	0	0	0	0	2	0	0	1
ENSG00000249869	0	0	0	0	0	0	0	0	0
ENSG00000249870	0	0	2	0	0	0	0	0	0
ENSG00000249873	0	0	1	1	0	0	0	1	0
ENSG00000249875	0	0	0	0	0	0	0	0	0
ENSG00000249876	0	0	0	0	3	0	0	0	0
ENSG00000249877	0	0	0	0	0	0	0	0	0
ENSG00000249878	0	0	0	0	0	0	0	0	0
ENSG00000249881	0	0	0	1	0	0	0	0	0
ENSG00000249882	0	0	0	0	0	0	0	0	0
ENSG00000249883	0	0	0	1	0	0	0	0	0
ENSG00000249884	5	0	6	23	13	21	4	10	6
ENSG00000249885	0	0	0	0	0	0	0	0	0
ENSG00000249887	0	0	0	0	0	0	0	0	0
ENSG00000249888	0	0	0	0	0	0	0	0	0
ENSG00000249889	0	0	0	0	0	0	2	0	0
ENSG00000249890	0	0	0	0	0	0	0	0	0
ENSG00000249891	0	0	0	0	0	0	0	0	0
ENSG00000249892	1	0	0	0	0	0	0	0	0
ENSG00000249893	0	0	0	0	0	0	0	0	0
ENSG00000249894	1	0	0	0	0	1	1	1	0
ENSG00000249896	0	0	3	0	10	6	0	0	0
ENSG00000249898	14	32	28	112	17	56	21	36	19
ENSG00000249899	0	0	0	0	0	0	0	0	0
ENSG00000249901	0	0	0	0	0	0	0	0	0
ENSG00000249904	0	0	0	0	0	0	0	0	0
ENSG00000249906	0	0	2	1	2	3	0	0	0
ENSG00000249908	0	0	0	0	0	2	0	0	0
ENSG00000249909	0	0	0	0	0	0	0	0	0
ENSG00000249910	0	0	0	0	0	0	0	0	0
ENSG00000249912	0	0	0	0	0	0	0	0	0
ENSG00000249915	1926	2631	3488	2285	3762	3541	2971	2777	4088
ENSG00000249916	0	0	0	0	8	0	0	0	0
ENSG00000249917	0	0	0	2	0	0	0	0	0
ENSG00000249919	0	0	0	0	0	0	0	0	0
ENSG00000249920	0	1	0	1	1	0	0	0	1
ENSG00000249921	0	0	2	0	0	0	0	3	0
ENSG00000249923	0	0	2	0	0	1	24	26	20
ENSG00000249924	0	0	0	1	0	0	0	0	0
ENSG00000249926	0	0	0	0	0	0	0	0	0
ENSG00000249927	0	0	0	0	0	0	0	0	0
ENSG00000249928	0	0	0	0	0	0	0	0	0
ENSG00000249930	0	0	0	0	0	0	0	0	0
ENSG00000249931	0	0	0	0	0	0	0	0	0
ENSG00000249934	0	0	1	1	0	1	0	0	0
ENSG00000249936	32	45	69	43	52	66	48	32	55
ENSG00000249937	0	0	2	0	0	0	0	0	0
ENSG00000249941	0	0	0	0	0	0	0	0	0
ENSG00000249942	0	0	1	0	0	1	0	0	0
ENSG00000249943	0	0	0	0	0	0	0	0	0
ENSG00000249944	0	0	0	0	0	1	0	0	0
ENSG00000249945	0	0	0	1	0	0	0	0	0
ENSG00000249947	5	8	6	2	2	9	6	5	10
ENSG00000249948	0	0	4	0	1	0	9	0	29
ENSG00000249950	0	0	1	0	0	0	0	0	0
ENSG00000249951	0	0	0	0	0	0	0	0	0
ENSG00000249955	0	0	0	0	0	0	0	0	0
ENSG00000249956	0	0	0	0	0	0	0	0	0
ENSG00000249958	0	0	0	0	0	0	0	0	0
ENSG00000249959	0	0	0	0	0	0	0	0	0
ENSG00000249960	0	0	0	1	0	0	0	0	0
ENSG00000249961	0	0	1	2	0	0	0	0	0
ENSG00000249962	0	0	0	0	0	0	0	0	0
ENSG00000249963	0	0	0	0	0	0	0	0	0
ENSG00000249965	0	0	0	1	0	0	0	0	0
ENSG00000249966	1	8	3	1	4	3	2	14	7
ENSG00000249967	0	0	0	0	0	0	0	0	0
ENSG00000249970	0	0	0	0	0	0	0	0	0
ENSG00000249971	0	0	0	0	0	0	0	0	0
ENSG00000249973	0	0	6	0	0	0	0	0	0
ENSG00000249975	0	0	0	2	0	0	0	0	0
ENSG00000249976	0	0	0	0	0	0	0	0	0
ENSG00000249977	0	0	0	0	0	0	0	0	0
ENSG00000249978	0	0	0	11	0	5	0	0	0
ENSG00000249981	0	0	0	0	0	0	0	0	0
ENSG00000249982	0	0	0	0	0	0	0	0	0
ENSG00000249984	0	0	0	0	0	0	0	0	0
ENSG00000249985	0	0	0	0	0	0	0	0	0
ENSG00000249986	0	0	0	0	0	0	0	0	1
ENSG00000249987	0	0	0	0	0	0	0	0	0
ENSG00000249988	0	0	0	0	0	0	0	0	0
ENSG00000249990	0	0	0	0	0	0	0	0	0
ENSG00000249992	159	215	260	127	457	684	161	91	191
ENSG00000249993	0	0	0	0	0	0	0	0	0
ENSG00000249994	0	0	0	0	0	0	0	0	0
ENSG00000249995	0	0	1	0	0	0	0	0	0
ENSG00000249996	0	4	3	2	4	2	5	7	3
ENSG00000249997	0	0	0	0	0	0	0	0	0
ENSG00000249998	0	0	0	0	0	0	0	0	0
ENSG00000250001	0	0	0	1	0	0	0	0	0
ENSG00000250003	0	0	0	0	0	0	0	0	0
ENSG00000250006	0	0	0	0	0	0	0	0	0
ENSG00000250007	1	18	7	0	19	0	0	0	15
ENSG00000250011	0	0	0	0	0	0	0	0	0
ENSG00000250012	4	6	9	17	26	8	6	6	5
ENSG00000250013	0	0	0	0	0	0	0	0	0
ENSG00000250015	0	1	4	0	0	0	1	0	1
ENSG00000250016	0	0	0	0	0	0	0	0	0
ENSG00000250017	0	0	2	0	0	0	0	0	0
ENSG00000250020	0	0	0	0	0	0	0	0	0
ENSG00000250021	0	0	0	0	0	0	0	0	0
ENSG00000250024	0	0	0	0	0	0	0	0	0
ENSG00000250025	0	0	0	0	0	4	0	0	0
ENSG00000250026	0	0	0	0	0	0	0	0	0
ENSG00000250027	3	0	1	1	0	1	0	0	0
ENSG00000250030	0	0	0	0	0	1	1	0	0
ENSG00000250031	0	0	2	0	0	0	0	0	0
ENSG00000250032	0	0	0	0	0	0	0	0	0
ENSG00000250033	0	4	3	0	1	4	23	1	11
ENSG00000250034	0	0	0	0	0	0	0	0	0
ENSG00000250036	0	0	0	0	0	0	0	0	0
ENSG00000250037	0	0	3	0	0	0	0	0	3
ENSG00000250038	0	0	0	2	0	1	0	0	0
ENSG00000250039	0	0	0	5	0	0	0	1	0
ENSG00000250040	0	0	0	0	0	0	0	0	0
ENSG00000250041	0	1	0	0	0	0	0	4	0
ENSG00000250042	0	0	0	0	0	0	0	0	0
ENSG00000250043	0	0	5	0	0	1	0	0	0
ENSG00000250045	0	0	1	0	0	0	0	0	0
ENSG00000250046	1	13	5	4	10	6	7	0	1
ENSG00000250048	0	0	0	0	0	0	0	0	0
ENSG00000250049	3	0	2	1	0	0	0	0	0
ENSG00000250050	0	0	0	1	0	0	0	7	0
ENSG00000250053	0	0	0	0	1	0	0	0	0
ENSG00000250055	0	0	0	0	0	0	0	0	0
ENSG00000250056	0	0	0	0	0	0	0	0	8
ENSG00000250057	0	0	0	0	0	0	0	0	1
ENSG00000250060	0	0	0	0	0	0	0	0	0
ENSG00000250061	1	6	9	0	3	15	1	3	1
ENSG00000250062	0	0	0	0	0	0	0	0	0
ENSG00000250064	0	0	0	0	0	0	0	0	0
ENSG00000250066	0	0	0	0	0	0	0	0	0
ENSG00000250067	31	50	56	55	95	38	64	30	32
ENSG00000250068	1	13	3	0	1	2	0	0	1
ENSG00000250069	1	0	9	4	0	0	0	0	0
ENSG00000250071	1	1	1	2	1	8	0	1	2
ENSG00000250072	0	0	7	1	0	0	0	0	0
ENSG00000250073	4	9	1	6	10	9	0	0	0
ENSG00000250074	0	0	0	0	0	0	0	0	0
ENSG00000250075	0	0	0	8	0	2	0	0	0
ENSG00000250076	0	0	0	0	1	0	0	0	0
ENSG00000250078	0	0	0	0	0	0	0	0	0
ENSG00000250079	0	0	0	0	0	0	0	0	0
ENSG00000250080	0	0	0	1	0	0	0	0	0
ENSG00000250081	0	0	3	9	2	0	0	4	2
ENSG00000250082	0	0	0	0	0	0	0	0	0
ENSG00000250084	0	0	0	0	0	0	0	0	0
ENSG00000250088	0	0	0	0	0	0	0	0	0
ENSG00000250090	0	0	0	0	0	0	0	0	0
ENSG00000250091	6	12	9	25	24	9	27	36	30
ENSG00000250092	0	0	3	0	1	1	0	0	0
ENSG00000250095	0	0	0	0	0	2	0	0	0
ENSG00000250098	0	2	1	0	0	0	0	0	0
ENSG00000250099	0	0	0	0	0	0	0	0	0
ENSG00000250100	0	0	0	0	0	0	0	0	0
ENSG00000250101	1	0	0	0	4	5	0	3	2
ENSG00000250102	0	0	0	0	0	1	0	0	0
ENSG00000250103	18	36	26	31	34	61	40	41	49
ENSG00000250105	0	0	1	0	0	0	0	0	1
ENSG00000250106	0	0	0	0	0	2	0	0	1
ENSG00000250107	7	1	4	8	1	0	16	20	29
ENSG00000250111	0	0	0	0	0	0	0	0	0
ENSG00000250114	0	0	0	0	0	0	0	0	0
ENSG00000250115	0	0	1	0	0	0	0	0	0
ENSG00000250116	2	0	1	6	3	0	2	0	0
ENSG00000250118	0	0	0	0	0	0	0	0	0
ENSG00000250120	84	111	179	106	159	248	97	109	201
ENSG00000250122	0	0	0	0	0	0	0	0	0
ENSG00000250124	0	0	0	2	0	0	0	0	0
ENSG00000250125	0	0	2	0	0	0	0	0	0
ENSG00000250126	0	0	0	0	0	0	0	0	0
ENSG00000250127	0	0	3	0	0	0	0	0	0
ENSG00000250129	0	0	0	1	0	0	0	0	0
ENSG00000250130	0	0	0	6	0	0	0	9	0
ENSG00000250131	15	27	31	21	24	40	25	6	23
ENSG00000250132	55	30	137	34	59	54	94	104	167
ENSG00000250133	0	0	0	0	0	0	0	0	0
ENSG00000250135	0	0	0	0	0	0	0	0	0
ENSG00000250137	1	0	0	1	0	0	1	0	5
ENSG00000250138	0	0	0	1	0	0	0	0	0
ENSG00000250140	0	0	0	0	0	0	0	0	0
ENSG00000250141	0	0	0	1	0	0	0	0	0
ENSG00000250144	0	0	1	1	0	0	0	0	1
ENSG00000250145	0	0	0	0	0	0	0	0	0
ENSG00000250147	0	0	0	1	0	0	0	0	0
ENSG00000250148	2	0	0	0	1	3	0	0	1
ENSG00000250149	0	0	0	0	0	0	0	0	0
ENSG00000250150	0	0	0	0	0	0	0	0	0
ENSG00000250151	0	0	0	0	0	0	0	0	0
ENSG00000250155	5	2	0	1	7	2	2	1	2
ENSG00000250156	0	0	1	0	0	0	2	0	0
ENSG00000250158	0	0	2	0	0	0	0	0	0
ENSG00000250159	2	3	9	6	11	0	10	6	8
ENSG00000250161	0	0	0	0	0	0	0	0	0
ENSG00000250162	0	0	0	0	1	0	0	0	0
ENSG00000250164	0	0	0	0	0	0	0	0	0
ENSG00000250166	2	0	0	0	0	1	0	0	0
ENSG00000250167	0	0	0	0	0	1	0	0	0
ENSG00000250169	0	0	0	0	0	0	0	0	0
ENSG00000250170	0	0	9	0	0	0	0	0	0
ENSG00000250173	0	0	0	0	0	0	0	0	0
ENSG00000250174	0	0	0	0	0	0	0	0	0
ENSG00000250180	0	0	0	0	0	0	0	0	0
ENSG00000250182	5	7	2	2	13	6	2	3	3
ENSG00000250183	0	0	0	0	0	0	0	0	0
ENSG00000250185	0	0	0	1	0	0	0	0	0
ENSG00000250186	0	0	0	0	0	0	0	0	0
ENSG00000250189	0	0	4	0	2	0	0	0	0
ENSG00000250190	0	0	0	0	0	0	0	0	0
ENSG00000250191	0	0	0	0	0	0	0	0	0
ENSG00000250192	0	0	0	0	0	0	0	0	1
ENSG00000250193	0	0	0	0	0	0	0	0	0
ENSG00000250194	0	0	0	0	0	0	1	0	0
ENSG00000250195	0	0	1	0	0	0	0	0	0
ENSG00000250197	0	0	0	0	0	0	0	0	4
ENSG00000250198	0	0	1	0	0	0	0	0	0
ENSG00000250200	0	0	0	0	0	0	0	0	0
ENSG00000250202	0	0	0	0	1	0	0	0	0
ENSG00000250204	0	0	0	0	0	0	0	0	0
ENSG00000250205	0	0	0	0	0	0	0	0	0
ENSG00000250207	0	0	0	0	0	0	0	0	0
ENSG00000250208	0	3	5	9	0	4	2	11	2
ENSG00000250210	0	0	0	0	0	0	0	0	0
ENSG00000250213	0	0	0	0	0	0	0	0	0
ENSG00000250214	0	7	2	0	0	0	0	0	0
ENSG00000250215	0	0	3	0	0	1	0	1	2
ENSG00000250218	0	0	0	0	0	2	0	0	0
ENSG00000250219	0	0	0	3	0	0	0	0	0
ENSG00000250220	16	27	36	8	36	12	4	6	24
ENSG00000250221	1	1	3	0	1	2	4	1	2
ENSG00000250222	31	35	28	11	33	26	21	30	21
ENSG00000250223	0	1	3	0	0	0	0	0	0
ENSG00000250227	0	0	3	0	0	0	2	0	0
ENSG00000250229	0	1	0	0	0	0	0	0	0
ENSG00000250230	0	0	2	0	0	1	0	0	0
ENSG00000250231	0	0	0	0	0	0	0	0	0
ENSG00000250234	0	2	0	1	0	3	0	2	0
ENSG00000250237	2	0	0	0	0	0	1	0	0
ENSG00000250238	0	0	0	1	0	0	0	0	0
ENSG00000250240	5	17	16	9	20	16	0	6	5
ENSG00000250241	3	0	12	12	2	14	0	0	2
ENSG00000250242	0	0	0	0	0	0	0	1	0
ENSG00000250243	0	1	0	4	1	0	0	1	0
ENSG00000250244	0	0	5	0	0	0	0	0	0
ENSG00000250247	0	0	0	0	0	1	0	0	0
ENSG00000250249	0	0	0	0	0	0	0	0	0
ENSG00000250250	0	0	0	0	0	2	0	0	0
ENSG00000250251	19	55	80	30	66	56	39	26	49
ENSG00000250252	0	0	0	0	0	0	0	0	0
ENSG00000250253	0	0	0	0	0	1	0	0	0
ENSG00000250254	0	0	2	0	0	1	1	0	0
ENSG00000250256	0	3	1	8	0	9	0	0	0
ENSG00000250257	0	0	0	3	0	1	0	0	0
ENSG00000250258	2	1	1	0	0	0	0	0	3
ENSG00000250259	0	0	0	0	0	1	0	0	0
ENSG00000250260	0	0	0	0	0	1	0	0	0
ENSG00000250261	0	0	0	0	0	0	2	0	0
ENSG00000250263	0	0	0	0	0	0	0	0	0
ENSG00000250264	0	0	0	0	0	0	0	0	0
ENSG00000250266	0	0	11	10	16	8	17	0	1
ENSG00000250267	0	0	2	0	0	14	0	0	0
ENSG00000250268	3	0	2	0	0	0	0	0	0
ENSG00000250271	0	1	1	3	1	0	0	2	2
ENSG00000250272	0	0	0	0	0	0	0	0	0
ENSG00000250273	0	0	0	0	0	0	0	0	0
ENSG00000250274	0	0	0	1	0	0	0	0	0
ENSG00000250277	0	0	0	0	0	0	0	0	0
ENSG00000250280	3	3	5	1	7	0	4	9	0
ENSG00000250282	0	0	1	0	0	0	0	0	0
ENSG00000250284	0	0	0	0	0	2	0	0	0
ENSG00000250286	7	7	2	0	9	12	19	0	0
ENSG00000250289	0	0	0	0	0	0	0	0	0
ENSG00000250290	0	0	0	0	0	0	0	0	0
ENSG00000250292	0	0	1	0	0	0	0	0	0
ENSG00000250293	0	0	0	0	0	0	0	2	0
ENSG00000250295	0	0	0	1	0	0	0	0	2
ENSG00000250296	0	0	0	0	0	0	0	0	0
ENSG00000250298	0	0	0	0	0	0	0	0	0
ENSG00000250299	9	11	13	26	38	15	18	12	27
ENSG00000250300	0	0	0	0	0	0	0	0	0
ENSG00000250302	0	0	1	0	0	1	0	0	0
ENSG00000250303	38	50	40	40	70	28	71	91	54
ENSG00000250304	0	0	10	0	0	0	0	0	0
ENSG00000250305	70	73	84	32	48	132	209	104	197
ENSG00000250306	0	0	0	0	0	0	0	0	0
ENSG00000250307	0	0	0	0	0	0	0	0	0
ENSG00000250308	0	0	0	0	0	0	0	0	0
ENSG00000250309	0	0	0	0	0	0	0	0	0
ENSG00000250310	0	0	0	0	4	0	0	0	0
ENSG00000250312	94	173	222	115	262	183	205	125	200
ENSG00000250313	0	0	0	0	0	0	0	0	0
ENSG00000250315	0	0	0	0	0	0	0	0	0
ENSG00000250316	1	0	1	0	0	0	0	0	0
ENSG00000250317	583	861	1086	786	1269	1182	926	830	1283
ENSG00000250318	0	2	0	0	4	5	4	0	1
ENSG00000250319	0	0	3	0	0	0	0	0	0
ENSG00000250320	9	11	12	3	14	19	8	10	37
ENSG00000250321	4	9	6	9	7	6	5	3	2
ENSG00000250322	0	0	1	0	0	0	0	0	0
ENSG00000250324	0	0	0	0	0	0	0	0	0
ENSG00000250325	0	0	4	0	0	0	0	0	7
ENSG00000250326	3	3	5	2	5	5	3	6	1
ENSG00000250327	12	7	12	9	31	5	6	14	14
ENSG00000250328	0	0	0	0	0	0	0	0	0
ENSG00000250329	0	0	2	1	0	0	0	0	1
ENSG00000250330	0	0	0	0	0	0	0	2	0
ENSG00000250331	0	0	0	1	0	3	2	0	1
ENSG00000250332	0	0	0	0	1	0	0	0	0
ENSG00000250333	0	0	0	0	0	0	0	0	0
ENSG00000250334	0	0	0	0	0	3	0	0	0
ENSG00000250337	521	1169	1704	937	1507	935	903	709	709
ENSG00000250338	0	0	0	0	0	0	0	0	0
ENSG00000250339	0	0	1	0	0	1	0	0	0
ENSG00000250340	0	0	0	0	0	0	0	0	0
ENSG00000250341	0	0	0	3	0	8	0	0	0
ENSG00000250342	0	0	0	8	0	2	0	10	1
ENSG00000250343	0	4	0	2	0	27	0	6	2
ENSG00000250344	0	0	0	0	0	2	1	1	0
ENSG00000250345	0	0	1	0	0	0	0	0	0
ENSG00000250346	0	1	0	0	0	0	0	0	0
ENSG00000250347	0	0	0	0	0	0	0	0	0
ENSG00000250348	0	2	0	2	1	0	0	0	3
ENSG00000250349	0	0	0	0	0	0	0	0	0
ENSG00000250350	1	0	0	0	0	0	0	0	0
ENSG00000250351	0	0	0	1	0	0	0	0	0
ENSG00000250354	0	0	0	0	0	0	0	0	0
ENSG00000250356	0	0	0	0	0	0	0	0	0
ENSG00000250357	0	0	0	0	0	0	0	0	0
ENSG00000250358	0	0	5	0	0	0	1	0	13
ENSG00000250359	0	0	0	0	0	1	0	0	0
ENSG00000250360	0	0	0	0	0	0	0	0	0
ENSG00000250361	35	19	61	28	28	51	674	971	1288
ENSG00000250362	0	0	0	0	0	0	0	0	0
ENSG00000250363	0	0	0	0	1	0	0	0	1
ENSG00000250365	10	5	22	18	14	9	1	8	1
ENSG00000250366	2	0	49	39	19	31	0	6	78
ENSG00000250371	0	0	0	0	0	0	0	0	0
ENSG00000250372	0	0	0	0	0	0	1	0	0
ENSG00000250374	0	0	7	1	0	0	0	0	0
ENSG00000250375	0	0	0	1	0	0	0	0	0
ENSG00000250376	0	0	0	2	0	0	0	0	0
ENSG00000250377	0	0	1	0	0	0	0	0	0
ENSG00000250378	0	0	0	0	0	0	0	0	0
ENSG00000250379	1	0	0	0	0	4	0	0	0
ENSG00000250381	0	0	0	0	0	0	0	0	0
ENSG00000250383	0	0	0	0	2	0	0	0	0
ENSG00000250384	0	0	0	1	0	0	0	0	0
ENSG00000250385	0	0	0	0	0	1	0	0	0
ENSG00000250386	9	73	38	11	42	86	29	77	43
ENSG00000250387	0	0	6	0	0	0	6	2	3
ENSG00000250389	0	0	0	0	0	0	0	0	0
ENSG00000250390	0	0	0	0	0	2	0	0	1
ENSG00000250391	0	0	0	0	0	0	0	1	0
ENSG00000250392	0	0	0	0	0	0	0	0	0
ENSG00000250393	0	0	0	0	0	0	0	0	0
ENSG00000250397	4	17	6	11	11	1	10	7	2
ENSG00000250398	0	0	0	0	0	0	0	0	0
ENSG00000250400	0	0	0	0	0	0	0	0	0
ENSG00000250402	0	0	0	0	0	0	0	0	0
ENSG00000250403	0	0	0	0	0	0	0	1	0
ENSG00000250405	0	0	0	1	0	0	0	0	1
ENSG00000250406	0	0	0	1	0	0	0	0	0
ENSG00000250407	0	0	0	0	0	0	0	0	0
ENSG00000250409	0	0	0	0	0	0	0	0	0
ENSG00000250410	0	1	0	0	0	2	0	0	0
ENSG00000250411	0	0	0	0	0	0	0	0	0
ENSG00000250412	0	3	9	8	1	3	9	4	2
ENSG00000250413	0	0	0	0	0	0	0	0	0
ENSG00000250415	0	0	3	0	2	0	0	0	0
ENSG00000250416	0	0	3	0	0	0	0	0	0
ENSG00000250417	2	2	2	3	2	3	2	7	17
ENSG00000250418	0	0	1	0	0	0	0	0	0
ENSG00000250420	0	0	12	12	0	0	0	0	0
ENSG00000250421	0	0	2	1	3	1	0	0	4
ENSG00000250422	0	0	3	0	0	0	0	3	0
ENSG00000250423	0	0	0	0	0	1	0	0	0
ENSG00000250424	0	0	0	0	0	0	0	0	0
ENSG00000250425	0	0	0	0	0	4	0	3	0
ENSG00000250426	0	0	0	0	0	0	0	0	0
ENSG00000250427	0	0	0	0	0	0	0	0	0
ENSG00000250428	0	0	1	0	0	0	0	0	0
ENSG00000250430	0	0	0	0	0	0	0	0	0
ENSG00000250431	0	0	0	0	0	0	0	0	0
ENSG00000250432	0	0	1	0	0	0	0	0	0
ENSG00000250433	0	7	6	0	0	0	0	0	0
ENSG00000250436	0	0	0	0	0	0	0	0	0
ENSG00000250437	0	0	0	0	0	0	2	0	0
ENSG00000250438	0	0	0	0	0	0	0	0	0
ENSG00000250441	0	0	0	0	0	0	0	0	0
ENSG00000250442	0	0	1	0	1	0	0	1	0
ENSG00000250444	0	0	1	0	0	0	2	0	1
ENSG00000250446	0	0	0	0	0	0	0	0	0
ENSG00000250447	0	0	0	0	0	0	0	0	0
ENSG00000250448	5	4	6	9	4	0	14	3	25
ENSG00000250451	0	0	0	0	0	0	0	0	0
ENSG00000250453	0	0	0	0	0	0	0	0	0
ENSG00000250455	0	0	0	0	0	0	0	0	0
ENSG00000250456	0	0	1	0	14	0	0	0	18
ENSG00000250458	0	0	0	0	0	0	0	0	0
ENSG00000250461	0	0	1	2	1	4	0	0	1
ENSG00000250462	25	39	68	29	48	35	52	22	75
