ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000164674,94120,SYTL3,synaptotagmin like 3,-1.60544726292372,2.9635639177951,-3.07985855998616,0.00825544403454108,0.0513180551491808,-2.61208035690147
ENSG00000123405,4778,NFE2,"nuclear factor, erythroid 2",-1.60540278897619,2.33959918391562,-5.23995176580932,0.000130463697495704,0.00342035623157649,1.33704644020734
ENSG00000170290,6588,SLN,sarcolipin,-1.60451394331371,1.04319505322888,-3.2690325789577,0.00567930536749607,0.0398312411495816,-2.05252011966316
ENSG00000133477,113828,FAM83F,family with sequence similarity 83 member F,-1.60145920221052,2.04639524878567,-3.28584202572994,0.00549353831752498,0.0390406810798106,-2.05985308262919
ENSG00000070808,815,CAMK2A,calcium/calmodulin dependent protein kinase II alpha,-1.59986674461658,3.38184037572282,-6.47096276415795,1.56352844504247e-05,0.00090690274015503,3.3477313707806
ENSG00000060656,10076,PTPRU,protein tyrosine phosphatase receptor type U,-1.59814511848566,3.87763336758425,-6.0087500198956,3.38369791565505e-05,0.00144727132334052,2.60844793439402
ENSG00000105516,1628,DBP,D-box binding PAR bZIP transcription factor,-1.59717704978142,3.87849145109621,-7.08127190223855,5.89955977742273e-06,0.000503335457200749,4.28355851060772
ENSG00000184792,23762,OSBP2,oxysterol binding protein 2,-1.59455874389016,3.77088516073451,-5.98893211972813,3.49989322522164e-05,0.00148125402248554,2.56850383867985
ENSG00000105427,84518,CNFN,cornifelin,-1.59387954914514,0.760019248129666,-2.9352660645406,0.0109795478213829,0.0617743226168174,-2.60175470220682
ENSG00000104490,83988,NCALD,neurocalcin delta,-1.59031794990709,2.95299768080638,-3.61762743472723,0.00285186893125949,0.0257338480786566,-1.65013375443604
ENSG00000206535,348801,LNP1,leukemia NUP98 fusion partner 1,-1.58707016901172,2.12100061885561,-3.82029735413089,0.00191459548979762,0.0200473066707705,-1.14951306436596
ENSG00000143494,79805,VASH2,vasohibin 2,-1.58251918694022,0.774400472509145,-2.66077038712318,0.0187941182761313,0.0869349274821046,-3.03429196586158
ENSG00000184363,11187,PKP3,plakophilin 3,-1.58126005448382,1.65317284506173,-3.18337334000526,0.0067279667028627,0.0447006440394153,-2.20220012708131
ENSG00000137142,347252,IGFBPL1,insulin like growth factor binding protein like 1,-1.57470201630767,0.501949766371871,-2.97999710116335,0.0100535066392823,0.0583349386680198,-2.52940138582124
ENSG00000077942,2192,FBLN1,fibulin 1,-1.57379293443739,6.33660533683138,-6.54304011046614,1.38987057715784e-05,0.000866842719010609,3.22677773090285
ENSG00000099994,56241,SUSD2,sushi domain containing 2,-1.57315467728923,2.05149226036338,-4.25623269642129,0.000820476591320228,0.0116054254693322,-0.357614145291185
ENSG00000146966,27147,DENND2A,DENN domain containing 2A,-1.56929834367629,4.06299051658383,-6.97541358319995,6.96116799549557e-06,0.000567615404469027,4.12495482490384
ENSG00000147255,3547,IGSF1,immunoglobulin superfamily member 1,-1.56772009145904,2.21680565073068,-3.44661261222269,0.00399719060328186,0.03222445727404,-1.80189666012282
ENSG00000087495,116154,PHACTR3,phosphatase and actin regulator 3,-1.56648054218465,1.26407106686426,-3.37335608219216,0.00462023697151245,0.0351669572593887,-1.89525491794735
ENSG00000110786,84867,PTPN5,protein tyrosine phosphatase non-receptor type 5,-1.56288798103267,1.11380495507002,-3.117533892506,0.00766325883107259,0.0491527639821184,-2.30368948356388
ENSG00000059915,5662,PSD,pleckstrin and Sec7 domain containing,-1.56051204260816,3.34075414457443,-5.26276542850244,0.000125196870910616,0.00334792627435104,1.36315535172734
ENSG00000162998,2487,FRZB,frizzled related protein,-1.55949395567851,4.66558533159906,-5.32465261243009,0.000111994946108603,0.00308905348549732,1.3044152005893
ENSG00000044574,3309,HSPA5,heat shock protein family A (Hsp70) member 5,-1.55682581109036,11.2379236303426,-16.3707162046637,1.92198168349868e-10,1.54959773232081e-06,14.4044202205149
ENSG00000103154,54550,NECAB2,N-terminal EF-hand calcium binding protein 2,-1.55543379488479,1.8225454443143,-4.08780796263604,0.00113615007850742,0.0142979765621174,-0.64790702496133
ENSG00000117595,3664,IRF6,interferon regulatory factor 6,-1.5500724032358,1.79131212670725,-3.99267686482873,0.00136697792282178,0.0160776943876741,-0.813675980234003
ENSG00000158106,114822,RHPN1,rhophilin Rho GTPase binding protein 1,-1.54861930445739,1.56884686014087,-3.64272927260095,0.00271423214401011,0.0250647209294164,-1.42422442125421
ENSG00000170962,80310,PDGFD,platelet derived growth factor D,-1.54801961011848,3.06702862120163,-5.01125630545593,0.000197942745582223,0.00450822990467987,0.927805835665446
ENSG00000171877,84978,FRMD5,FERM domain containing 5,-1.5465994814311,2.59385578763551,-3.73463201770238,0.00226519902553913,0.0222450269712658,-1.36029019988296
ENSG00000062282,84649,DGAT2,diacylglycerol O-acyltransferase 2,-1.54422046852449,3.53165861729584,-6.13066471572828,2.75237889377139e-05,0.00126001823126855,2.80367576643844
ENSG00000162522,57648,KIAA1522,KIAA1522,-1.54207416489436,1.86325133993085,-3.1419821638944,0.0073017500279953,0.0474760964521872,-2.31322539787714
ENSG00000039068,999,CDH1,cadherin 1,-1.53879672302958,2.03923544231137,-2.73022645999365,0.0164146594589257,0.0798872132106464,-3.02976517516079
ENSG00000176153,2877,GPX2,glutathione peroxidase 2,-1.53216134403641,2.03682153940269,-2.76952435974141,0.0152011046097851,0.0760762916923601,-2.98121265545418
ENSG00000172348,10231,RCAN2,regulator of calcineurin 2,-1.5288472198512,5.54938853009072,-10.0026583715692,1.0435646658213e-07,4.70584753147089e-05,8.20901191821424
ENSG00000163864,349565,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,-1.52784131836347,3.38959688434047,-4.95239583786379,0.000220604684951089,0.00485300210755295,0.796794379959956
ENSG00000157399,415,ARSL,arylsulfatase L,-1.52569048969498,2.66256645163669,-3.45438055279475,0.00393628644130894,0.0319177682025717,-1.87103428305887
ENSG00000142494,55244,SLC47A1,solute carrier family 47 member 1,-1.52457622571172,3.55359678093262,-4.03176591288471,0.00126682579764508,0.0152900943016669,-0.90459531199811
ENSG00000109062,9368,SLC9A3R1,SLC9A3 regulator 1,-1.52453516968709,6.5914885845049,-10.695556957449,4.56673331597462e-08,3.72699862690015e-05,9.00249603638878
ENSG00000197993,3792,KEL,Kell metallo-endopeptidase (Kell blood group),-1.52308142521365,5.03094730748521,-7.76277250915045,2.10520509424575e-06,0.00030309314414922,5.25583052170869
ENSG00000146374,84870,RSPO3,R-spondin 3,-1.52278884773562,6.45382938146682,-10.183232562525,8.37816235993311e-08,4.70584753147089e-05,8.38829532842727
ENSG00000126787,9787,DLGAP5,DLG associated protein 5,-1.51883796387217,4.47482346653115,-6.35639013165182,1.88808196430914e-05,0.00100149084455542,3.12157844019846
ENSG00000137812,57082,KNL1,kinetochore scaffold 1,-1.51847136873598,2.13740119703597,-4.11626707438204,0.00107515220385909,0.0138032080312323,-0.605275861533151
ENSG00000176463,28232,SLCO3A1,solute carrier organic anion transporter family member 3A1,-1.51749092884717,4.58590661758846,-7.60958196993617,2.64030950552003e-06,0.000334742925377831,5.04082388498938
ENSG00000082438,22837,COBLL1,cordon-bleu WH2 repeat protein like 1,-1.5154761418456,3.84122846419048,-5.05872723807924,0.000181432215816804,0.00425163704231926,0.967878164613722
ENSG00000143171,6258,RXRG,retinoid X receptor gamma,-1.51476976889376,4.7799666489168,-7.40633167420486,3.58210755568841e-06,0.000395626605037504,4.7183962310183
ENSG00000175229,89792,GAL3ST3,galactose-3-O-sulfotransferase 3,-1.51360354733341,4.42146731258495,-6.31001603767646,2.03891825178152e-05,0.00104705594936233,3.0480806871097
ENSG00000023171,57476,GRAMD1B,GRAM domain containing 1B,-1.51210896262247,1.40707322469926,-3.08067316519726,0.00824217198549727,0.0512948758263773,-2.37764674184877
ENSG00000107738,64115,VSIR,V-set immunoregulatory receptor,-1.51171822607883,0.946458625645941,-2.65599859236852,0.0189693564018872,0.0874225498576183,-3.05390730316037
ENSG00000087245,4313,MMP2,matrix metallopeptidase 2,-1.51091867185739,5.51387128562733,-7.17084071277944,5.13472178684209e-06,0.000474819924087828,4.34769317047169
ENSG00000165029,19,ABCA1,ATP binding cassette subfamily A member 1,-1.51059328218478,4.20699337112794,-6.17711308867862,2.54551298629017e-05,0.00119027720476924,2.85628926801766
ENSG00000126709,2537,IFI6,interferon alpha inducible protein 6,-1.50085073304754,2.31813081515587,-4.2021678216057,0.000910588612799006,0.0123909209969485,-0.453429516153514
ENSG00000134253,80263,TRIM45,tripartite motif containing 45,-1.49902026990176,2.58695032480751,-5.05901987034505,0.000181334995483055,0.00425163704231926,1.03174653378416
ENSG00000172318,8708,B3GALT1,"beta-1,3-galactosyltransferase 1",-1.49709886209394,2.04917675670886,-3.10506395802261,0.00785443926124794,0.0499203356526553,-2.38695580840189
ENSG00000101096,4773,NFATC2,nuclear factor of activated T cells 2,-1.49325056069747,3.16536166246404,-5.2799987578442,0.000121365374591775,0.003272603119218,1.39708863651783
ENSG00000185774,80333,KCNIP4,potassium voltage-gated channel interacting protein 4,-1.49312292278631,3.68017092222576,-5.09818572668202,0.000168799127115502,0.00404030806497999,1.03713674974721
ENSG00000075213,10371,SEMA3A,semaphorin 3A,-1.48656294753154,3.7719584860946,-3.67509987477305,0.00254660786229761,0.0240140653681573,-1.59615807382118
ENSG00000156219,419,ART3,ADP-ribosyltransferase 3 (inactive),-1.48467793837519,1.41373980939029,-3.03925516661661,0.0089445217057906,0.0540796447341108,-2.49789349592706
ENSG00000179914,55600,ITLN1,intelectin 1,-1.48348992083125,0.89740859037702,-3.31502223837022,0.00518537233464578,0.0376979841732025,-1.97579785168845
ENSG00000163050,56997,COQ8A,coenzyme Q8A,-1.48298583078694,5.85921870401929,-10.5049173993349,5.70796137565511e-08,4.00177726880168e-05,8.79384129890114
ENSG00000137726,53826,FXYD6,FXYD domain containing ion transport regulator 6,-1.48210987966646,5.52552998812533,-10.0696586943612,9.61563686726736e-08,4.70584753147089e-05,8.2898241001597
ENSG00000159423,8659,ALDH4A1,aldehyde dehydrogenase 4 family member A1,-1.47983590739569,5.69350557302895,-10.6478608024672,4.82739802258601e-08,3.72699862690015e-05,8.96898660013554
ENSG00000158406,8365,H4C8,H4 clustered histone 8,-1.47956196801126,1.08084095994009,-3.56337262856297,0.00317395229657131,0.0274865632557532,-1.55429995502868
ENSG00000104332,6422,SFRP1,secreted frizzled related protein 1,-1.47873599969926,6.57337149495197,-7.3428663380999,3.94435659913249e-06,0.000424018334406742,4.46017671482036
ENSG00000129422,57509,MTUS1,microtubule associated scaffold protein 1,-1.47504286661219,3.17835482193003,-5.03145373552363,0.000190735124835893,0.00440000556220139,0.944319017706063
ENSG00000128805,58504,ARHGAP22,Rho GTPase activating protein 22,-1.47414168000159,2.86010590790756,-3.89073006922225,0.00166795201536368,0.0184217303066708,-1.07451135364906
ENSG00000121310,55268,ECHDC2,enoyl-CoA hydratase domain containing 2,-1.47167917924696,2.40723904999596,-3.77928669648481,0.00207498447651865,0.0210815935437513,-1.21234100982458
ENSG00000108840,10014,HDAC5,histone deacetylase 5,-1.46789775388051,6.81165918250785,-11.6743018753858,1.52450239155822e-08,2.04855008865636e-05,10.0957302593688
ENSG00000118298,23632,CA14,carbonic anhydrase 14,-1.46440771095294,4.71358824245754,-7.7539074237641,2.13280875846892e-06,0.000304349922392136,5.24803827060765
ENSG00000171488,84230,LRRC8C,leucine rich repeat containing 8 VRAC subunit C,-1.45853527645392,2.9910859491517,-5.01840811507847,0.000195358761564557,0.00448102422507608,0.954266333561339
ENSG00000169783,84894,LINGO1,leucine rich repeat and Ig domain containing 1,-1.45793303924826,3.44710712706806,-4.6546942657198,0.000384224020907531,0.00697610109864724,0.252584187075081
ENSG00000130304,376497,SLC27A1,solute carrier family 27 member 1,-1.45728572500141,3.2387078850634,-4.88239960831789,0.000251098865789923,0.00519098616777244,0.720985366219407
ENSG00000163827,79442,LRRC2,leucine rich repeat containing 2,-1.45710968017822,1.70537596468625,-2.98541845989996,0.00994664374302077,0.0579285603610463,-2.59819568411124
ENSG00000118503,7128,TNFAIP3,TNF alpha induced protein 3,-1.45526720306796,2.18486884911792,-3.08136805706709,0.00823086710481681,0.051277054240669,-2.57030014302333
ENSG00000073670,4185,ADAM11,ADAM metallopeptidase domain 11,-1.45333386012392,3.42424836202444,-4.70802259410674,0.0003475960300923,0.00652501278840318,0.35913059033464
ENSG00000173281,79660,PPP1R3B,protein phosphatase 1 regulatory subunit 3B,-1.45107318790183,5.17196959383255,-8.75012332591227,5.23254834322948e-07,0.000112499789379434,6.6243359110499
ENSG00000110042,23220,DTX4,deltex E3 ubiquitin ligase 4,-1.44965873337676,1.92546459519637,-2.95921879550398,0.010473672954875,0.0599473074220368,-2.60914106851459
ENSG00000100344,80339,PNPLA3,patatin like phospholipase domain containing 3,-1.44940809935361,1.79817617481041,-2.93871919813215,0.0109051601960336,0.0615275395944864,-2.67969016101798
ENSG00000188338,10991,SLC38A3,solute carrier family 38 member 3,-1.4488679306074,2.75130397051889,-4.06480595090598,0.00118803177573404,0.0147097419136563,-0.77682008612943
ENSG00000196557,8912,CACNA1H,calcium voltage-gated channel subunit alpha1 H,-1.44846289097335,2.13445365026958,-3.55823833719242,0.00320627368721229,0.027706947055894,-1.59917707747117
ENSG00000115107,55240,STEAP3,STEAP3 metalloreductase,-1.44830670676807,3.16343057178334,-5.34914009414844,0.000107179385751593,0.00302122102526243,1.51119741706627
ENSG00000122778,57670,KIAA1549,KIAA1549,-1.44822817432981,3.29521811484146,-3.94049992502129,0.00151339028945611,0.0172391064674875,-1.03255007764527
ENSG00000178078,55620,STAP2,signal transducing adaptor family member 2,-1.44777188500758,3.19483639825208,-5.7038157447607,5.72310870845531e-05,0.00205078062052982,2.11335265551131
ENSG00000100027,29799,YPEL1,yippee like 1,-1.44660068101257,1.45070139385888,-3.61512186430205,0.00286598901522923,0.0258467969074784,-1.46674072116642
ENSG00000174586,162968,ZNF497,zinc finger protein 497,-1.44402966186038,1.03350229686568,-3.13002361866954,0.0074764086810955,0.0482421328462044,-2.28384670559366
ENSG00000144730,54756,IL17RD,interleukin 17 receptor D,-1.44300874187137,1.76423220963816,-2.77634922776231,0.0149994639843425,0.075441783140213,-2.93343155552606
ENSG00000136111,9882,TBC1D4,TBC1 domain family member 4,-1.43696874148483,4.63184678766643,-7.27285496399687,4.38925438225785e-06,0.000445136647257282,4.53644006152197
ENSG00000134986,9315,NREP,neuronal regeneration related protein,-1.43618498141855,7.61364544006968,-9.08141415604008,3.36227869351946e-07,8.60583237031766e-05,6.89682681763448
ENSG00000111728,6489,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",-1.43261609581896,1.94627014564297,-3.82439978629353,0.00189926071919852,0.0199126001931575,-1.12496684306508
ENSG00000074527,59277,NTN4,netrin 4,-1.43103878816565,2.70552028651184,-3.6464678459881,0.00269431579442928,0.0249258991309077,-1.514911124838
ENSG00000184702,5413,SEPTIN5,septin 5,-1.43077420209708,5.18583903722699,-7.16852941875895,5.1530844474648e-06,0.000474819924087828,4.33593980121396
ENSG00000145284,79966,SCD5,stearoyl-CoA desaturase 5,-1.42951520034109,2.64331068819265,-4.2256706648182,0.000870229561765256,0.0120067487245471,-0.45772904314568
ENSG00000170915,85315,PAQR8,progestin and adipoQ receptor family member 8,-1.42939443324847,5.61913703513438,-9.38124634788688,2.27598370821849e-07,6.22037920254631e-05,7.43487809682329
ENSG00000164211,134429,STARD4,StAR related lipid transfer domain containing 4,-1.4218687663468,5.64393149142221,-9.66929783058763,1.57809462624314e-07,5.41420762727036e-05,7.78969804798378
ENSG00000179750,9582,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,-1.42113381672094,0.370912378354419,-2.87095994775973,0.012459684177595,0.0670378402948678,-2.7024157345601
ENSG00000130164,3949,LDLR,low density lipoprotein receptor,-1.42068413180832,6.03923306009527,-8.23937859033839,1.05986891338301e-06,0.000189893180314455,5.83567813089557
ENSG00000130303,684,BST2,bone marrow stromal cell antigen 2,-1.41171505032063,3.56846087686272,-5.2835142880177,0.000120598872196846,0.0032628470036479,1.38698549248124
ENSG00000134323,4613,MYCN,"MYCN proto-oncogene, bHLH transcription factor",-1.41164162338344,3.52714910980781,-4.8390746541251,0.000272133907501489,0.00548121982178943,0.590323775524445
ENSG00000221817,101929145,PPP3CB-AS1,PPP3CB antisense RNA 1 (head to head),-1.40995256994418,1.41452800319399,-2.99585499689509,0.0097440726383317,0.0572397709628775,-2.54399588329893
ENSG00000108679,3959,LGALS3BP,galectin 3 binding protein,-1.40444877560711,4.53996107380583,-4.40360390284173,0.00061850747343346,0.00960831696446487,-0.351264151646524
ENSG00000101000,10544,PROCR,protein C receptor,-1.40272678620203,3.15092621459032,-4.54929431567624,0.00046881568171361,0.00800810685130505,0.126074063934753
ENSG00000182168,8633,UNC5C,unc-5 netrin receptor C,-1.40176716541933,3.5118808747315,-5.33700885195731,0.000109537485415588,0.00306195379240952,1.46919321665792
ENSG00000130707,445,ASS1,argininosuccinate synthase 1,-1.39941021413113,4.00627475311039,-5.43776256903929,9.14802838952865e-05,0.0027469638320512,1.59602047613258
ENSG00000115461,3488,IGFBP5,insulin like growth factor binding protein 5,-1.39775887710827,2.40285225234851,-3.59276148250413,0.00299517165944464,0.026618034079285,-1.5660887336709
ENSG00000254837,100287896,LOC100287896,uncharacterized LOC100287896,-1.39655630996231,2.02848638440311,-3.33563506993516,0.00497817069812734,0.0368562913256673,-1.95956082466051
ENSG00000131697,261734,NPHP4,nephrocystin 4,-1.39628056869813,2.43495688948101,-3.10468488755825,0.00786032447888941,0.0499203356526553,-2.49013798979698
ENSG00000168785,10098,TSPAN5,tetraspanin 5,-1.39547362854129,4.99302068811039,-8.56994827099035,6.68927761749755e-07,0.000132033982649297,6.39323461707972
ENSG00000175274,9537,TP53I11,tumor protein p53 inducible protein 11,-1.39333123182807,8.78907514910772,-13.2365692244448,3.07132559963160e-09,8.25418754900991e-06,11.6441503841958
ENSG00000105499,8605,PLA2G4C,phospholipase A2 group IVC,-1.3929492235194,3.82758795302348,-6.23708495569761,2.30226266145278e-05,0.00112868519432933,2.97323025707299
ENSG00000100599,79890,RIN3,Ras and Rab interactor 3,-1.38571021716706,1.57188623920979,-2.55457396669754,0.023090818820915,0.0992905209299346,-3.29358625183707
ENSG00000163293,152519,NIPAL1,NIPA like domain containing 1,-1.38237683986665,3.13396916035035,-4.62411654789102,0.000407003259345887,0.00725987561609782,0.252708241476885
ENSG00000154102,404550,C16orf74,chromosome 16 open reading frame 74,-1.37831835972444,2.78349266832437,-4.46463501514461,0.000550566354320029,0.00891603725335556,-0.008012752713209
ENSG00000128512,9732,DOCK4,dedicator of cytokinesis 4,-1.37809779123589,2.64930496109596,-3.23696448836932,0.00605128590896858,0.0416817536446469,-2.2804659959032
ENSG00000126368,9572,NR1D1,nuclear receptor subfamily 1 group D member 1,-1.37760078490422,1.25784984075396,-2.90039450160223,0.0117593123998387,0.0646501576704395,-2.67597781865242
ENSG00000108947,1949,EFNB3,ephrin B3,-1.37744435422752,4.94206417715099,-8.84626815649777,4.59658267412317e-07,0.000101534103589364,6.75852272949798
ENSG00000079931,26002,MOXD1,monooxygenase DBH like 1,-1.37294160555207,3.52112283468461,-5.8463683505895,4.46925812052727e-05,0.00177322194924152,2.33888542581361
ENSG00000234745,3106,HLA-B,"major histocompatibility complex, class I, B",-1.36872865706759,2.49495872396174,-2.92521720542348,0.0111988758614775,0.0625933702829547,-2.73321412301453
ENSG00000087253,54947,LPCAT2,lysophosphatidylcholine acyltransferase 2,-1.36800466557587,1.52960195279283,-2.66768961336018,0.0185428049698571,0.0862424949924851,-3.05849037604704
ENSG00000156466,392255,GDF6,growth differentiation factor 6,-1.36639637914653,2.24833644381157,-3.04982059778378,0.00875991676203828,0.0533071455508313,-2.5239172439552
ENSG00000162407,8613,PLPP3,phospholipid phosphatase 3,-1.36621974698344,5.12052754049838,-7.86566187968228,1.81109288492526e-06,0.00027293339036841,5.40138405174524
ENSG00000163833,51725,FBXO40,F-box protein 40,-1.36602520726542,2.63319724888262,-4.02554177645602,0.00128225679611251,0.0154418326970141,-0.792606880077712
ENSG00000124374,400961,PAIP2B,poly(A) binding protein interacting protein 2B,-1.36430008495677,3.22730679783865,-4.8159948266592,0.000284076865812326,0.00565523390274538,0.586665618013437
ENSG00000162576,54587,MXRA8,matrix remodeling associated 8,-1.36390644307139,3.49936220511054,-4.419544233754,0.000599969610377957,0.00941975397717057,-0.144947212497868
ENSG00000171119,4902,NRTN,neurturin,-1.36357288436336,3.99368204052315,-5.59044798255931,6.98091227793468e-05,0.00230198794441098,1.88886451564056
ENSG00000076641,55824,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,-1.36253035956587,3.31689805236808,-2.85671218844894,0.0128132537621176,0.0681443657368558,-3.09602570167933
ENSG00000155974,23426,GRIP1,glutamate receptor interacting protein 1,-1.35998997098457,3.79943831060552,-4.75205442876143,0.000320081779705005,0.00612983218259289,0.398577969056504
ENSG00000130208,341,APOC1,apolipoprotein C1,-1.3548828863284,3.9467613414203,-4.36900297215069,0.000660802477614005,0.0100111729882072,-0.298255180178309
ENSG00000144681,6769,STAC,SH3 and cysteine rich domain,-1.3548008680568,2.88281116369,-3.6269737341524,0.00279981569495848,0.0254717462050959,-1.52059031466635
ENSG00000143036,126969,SLC44A3,solute carrier family 44 member 3,-1.35462748325564,0.99911359471056,-2.69906791628546,0.0174434743084444,0.0830362811951752,-2.99953201869644
ENSG00000141576,114804,RNF157,ring finger protein 157,-1.35323896894194,1.94197255321227,-3.68964528189379,0.00247473823416287,0.023682583991618,-1.36342406273164
ENSG00000179241,143458,LDLRAD3,low density lipoprotein receptor class A domain containing 3,-1.35132622767462,3.16315740732135,-3.94669302574843,0.00149520666879847,0.0170873193014709,-0.982786941335235
ENSG00000164853,340260,UNCX,UNC homeobox,-1.35044123588465,1.53764463633605,-3.04830280768738,0.00878620251528854,0.053422894253027,-2.4381402834066
ENSG00000166033,5654,HTRA1,HtrA serine peptidase 1,-1.34493750850803,7.25353616969008,-10.9494548324656,3.40962741269678e-08,3.66534946864904e-05,9.25721245608079
ENSG00000063180,770,CA11,carbonic anhydrase 11,-1.34475803870115,2.84669419313405,-4.48549326074433,0.000529149800024618,0.00866247769075833,0.0145493721517758
ENSG00000140945,1012,CDH13,cadherin 13,-1.34316182123816,2.84063712714282,-3.49265128561371,0.00364958532337775,0.0301915569517758,-1.81003110756032
ENSG00000183654,441061,MARCHF11,membrane associated ring-CH-type finger 11,-1.34213932213621,2.73100577715934,-4.1262341097148,0.00105459051875977,0.0136698328898725,-0.628210644339157
ENSG00000130433,59285,CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6,-1.34059998768101,2.5199831731668,-3.78739130262471,0.00204224027510316,0.0208293007185569,-1.25336322977934
ENSG00000167191,51704,GPRC5B,G protein-coupled receptor class C group 5 member B,-1.34034318167225,5.69342892277222,-8.88879298227266,4.34193872627045e-07,9.86109323395929e-05,6.789063793824
ENSG00000132386,5176,SERPINF1,serpin family F member 1,-1.33913819798483,5.0778071910807,-6.45138760286721,1.61452865813689e-05,0.000929795521873476,3.21297487328754
ENSG00000120708,7045,TGFBI,transforming growth factor beta induced,-1.33671636226049,4.23300265826821,-3.58731506467498,0.00302751853339003,0.0267235255761277,-1.80091683216137
ENSG00000197705,57565,KLHL14,kelch like family member 14,-1.33501973226934,4.58155253302759,-7.45557131394667,3.32532041190773e-06,0.000388556461174001,4.81915755218068
ENSG00000172731,55222,LRRC20,leucine rich repeat containing 20,-1.33363850062313,4.64389914315102,-6.21695793501036,2.381058746769e-05,0.00114632484272724,2.86786398335133
ENSG00000198300,5178,PEG3,paternally expressed 3,-1.33231335553317,4.2252730115755,-4.51337747270138,0.000501852276859246,0.00840328968261198,-0.140881534181661
ENSG00000122176,2331,FMOD,fibromodulin,-1.33146108508921,0.952029543607251,-2.62064643763959,0.020317856182035,0.0914133456850767,-3.12380814254722
ENSG00000165171,155368,METTL27,methyltransferase like 27,-1.33096072544582,1.53176636524978,-3.11894358969035,0.00764193920508722,0.0490855956018868,-2.33181791222927
ENSG00000104267,760,CA2,carbonic anhydrase 2,-1.32854320901254,4.94911279669916,-6.29776626389857,2.08083879660404e-05,0.00106182043022912,2.97840539558977
ENSG00000197635,1803,DPP4,dipeptidyl peptidase 4,-1.3266679393671,4.4495670312434,-4.69732613242923,0.000354641973942085,0.00660346631618491,0.190193817812114
ENSG00000146151,54511,HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1,-1.31958682135809,2.14182304909509,-3.73309131638529,0.00227206888220656,0.0222873477727391,-1.28894963502874
ENSG00000186185,146909,KIF18B,kinesin family member 18B,-1.31948794153706,1.9443233822932,-2.693567690199,0.0176314847249459,0.0836199091734566,-3.11202190555678
ENSG00000204228,7923,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8,-1.31605168263275,3.90277060694651,-6.67366176063009,1.12485672529214e-05,0.000772275087604394,3.65754395412674
ENSG00000187955,7373,COL14A1,collagen type XIV alpha 1 chain,-1.31558367966588,1.23348143325971,-2.92160927946077,0.0112786708503343,0.0628550271195051,-2.7862218168529
ENSG00000198435,441478,NRARP,NOTCH regulated ankyrin repeat protein,-1.31551884224027,1.18730549103961,-2.76918703655177,0.0152111391646053,0.0761028914146012,-2.88416518786997
ENSG00000121753,576,ADGRB2,adhesion G protein-coupled receptor B2,-1.31538917647045,4.6785955920054,-6.6523525783811,1.16417124741576e-05,0.000783313552153377,3.55665495738142
ENSG00000265972,10628,TXNIP,thioredoxin interacting protein,-1.31407956256564,7.907990564786,-6.76402965513325,9.73022970334262e-06,0.000721669214399627,3.41673034503197
ENSG00000215218,134111,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1,-1.31367230440399,2.11200936341745,-3.24693541255764,0.00593309161183371,0.0410810704315931,-2.16751817957888
ENSG00000197892,23303,KIF13B,kinesin family member 13B,-1.31299982683578,2.57093293672844,-3.6424849162613,0.00271553906751568,0.0250647209294164,-1.47662282017588
ENSG00000126226,55795,PCID2,PCI domain containing 2,-1.31293435923033,6.14769497235897,-9.49470204406026,1.96831982085423e-07,5.98656946336063e-05,7.55667952326952
ENSG00000124587,5190,PEX6,peroxisomal biogenesis factor 6,-1.31073550621363,2.99739518859113,-2.72991548264522,0.0164246295611302,0.0798872132106464,-3.18206714147099
ENSG00000113248,56121,PCDHB15,protocadherin beta 15,-1.3098526075457,2.04288865805909,-2.69074111936355,0.017728868167085,0.0838843894349311,-3.12478768064879
ENSG00000151474,55691,FRMD4A,FERM domain containing 4A,-1.30523370550691,1.41615212024888,-2.88330397455554,0.0121611143353473,0.0660484906222552,-2.69669598615108
ENSG00000139971,145407,ARMH4,armadillo like helical domain containing 4,-1.30483455124253,6.16738164057992,-7.60737323251117,2.64900236771529e-06,0.000334742925377831,4.9056563207628
ENSG00000175928,57633,LRRN1,leucine rich repeat neuronal 1,-1.30419066025062,3.19841343685782,-2.56883208324165,0.0224631413180064,0.0975015218715623,-3.50074583382397
ENSG00000157978,26119,LDLRAP1,low density lipoprotein receptor adaptor protein 1,-1.30362991428402,4.64812461400751,-7.68803749919428,2.3502894879022e-06,0.000323108299116919,5.16357982145616
ENSG00000081803,93664,CADPS2,calcium dependent secretion activator 2,-1.30312937646187,3.06767117421585,-4.81285022940961,0.000285745600427742,0.00567444311194254,0.559388366806385
ENSG00000113645,23286,WWC1,WW and C2 domain containing 1,-1.30050426854813,1.52402815100509,-2.82879979781182,0.0135346777699139,0.0704703516434811,-2.82779753919531
